,Gene,Ortholog,gene_id,ortholog_id
2839,LAMB1,SH2B1,3912,25970
2840,LAMB2,PAICS,3913,10606
2841,LAMB3,STAMBP,3914,10617
2842,LAMC1,POLR3F,3915,10621
2843,LAMP1,POLR3G,3916,10622
2844,LAMC2,MYL12A,3918,10627
2845,LAMP2,ATP5MG,3920,10632
2846,RPSA,LEFTY1,3921,10637
2847,RPSAP13,YKT6,3923,10652
2848,RPSAP14,PMVK,3924,10654
2849,STMN1,KHDRBS1,3925,10657
2850,LASP1,CTCF,3927,10664
2851,LBP,FARS2,3929,10667
2852,LCAT,GNA13,3931,10672
2853,LCN1,B3GNT2,3933,10678
2854,LCN2,GNB5,3934,10681
2855,LCP1,DLL3,3936,10683
2856,LCP2,CLDN16,3937,10686
2857,LCT,FUT9,3938,10690
2858,LDHA,IFNE,3939,338376
2859,LDHAP1,CORIN,3940,10699
2860,LDHB,TAS2R60,3945,338398
2861,LDHBP2,NFAT5,3947,10725
2862,LDHC,STAG3,3948,10734
2863,LDLR,STAG2,3949,10735
2864,LECT2,PTTG2,3950,10744
2865,LEP,MASP2,3952,10747
2866,LEPR,TOB2,3953,10766
2867,LETM1,AHCYL1,3954,10768
2868,LFNG,SRSF10,3955,10772
2869,LGALS1,ZNF274,3956,10782
2870,LGALS3,IQGAP2,3958,10788
2871,LGALS3BP,VAMP5,3959,10791
2872,LGALS4,MTHFD2,3960,10797
2873,LGALS7,CCR9,3963,10803
2874,LGALS8,WASF3,3964,10810
2875,LGALS9,FRS2,3965,10818
2876,LHB,HPSE,3972,10855
2877,LHCGR,CYP46A1,3973,10858
2878,LHX1,ME3,3975,10873
2879,LIFR,GPR83,3977,10888
2880,LIG1,PPARGC1A,3978,10891
2881,LIG3,CPSF4,3980,10898
2882,LIG4,DHRS4,3981,10901
2883,LIM2,MAN1A2,3982,10905
2884,ABLIM1,TXNL4A,3983,10907
2885,LIMK1,SUGT1,3984,10910
2886,LIMS1,PAPOLA,3987,10914
2887,LIMS1,PAPOLB,3987,56903
2888,LIPA,TCERG1,3988,10915
2889,LIPB,EHMT2,3989,10919
2890,LIPC,DBF4,3990,10926
2891,LIPE,RALBP1,3991,10928
2892,FADS1,SRSF8,3992,10929
2893,LLGL2,EHD1,3993,10938
2894,FADS3,KDELR1,3995,10945
2895,LLGL1,SF3A3,3996,10946
2896,LMNA,ACOT2,4000,10965
2897,LMNB1,YWHAQ,4001,10971
2898,LMO1,COPS5,4004,10987
2899,LMO2,SLC38A3,4005,10991
2900,PRICKLE3,SDS,4007,10993
2901,LMO7,OR5F1,4008,338674
2902,LMX1A,OR5AP2,4009,338675
2903,LMX1B,SLC27A2,4010,11001
2904,LMX1B,SLC27A5,4010,10998
2905,LNPEP,SLC27A2,4012,11001
2906,VWA5A,IL24,4013,11009
2907,LORICRIN,KDELR2,4014,11014
2908,LOXL2,LILRB3,4017,11025
2909,LPA,RAB31,4018,11031
2910,LPAL1,RIPK3,4019,11035
2911,LPL,B4GAT1,4023,11041
2912,LPO,WWP1,4025,11059
2913,LPP,WWP2,4026,11060
2914,LRCH4,HIBADH,4034,11112
2915,LRP1,FAF1,4035,11124
2916,LRP2,POLR3A,4036,11128
2917,LRP4,LSM6,4038,11157
2918,LRP6,TREH,4040,11181
2919,LRP5,MAP4K5,4041,11183
2920,LRPAP1,INMT,4043,11185
2921,LSAMP,ABCB8,4045,11194
2922,LSP1,WIF1,4046,11197
2923,LSS,SUPT16H,4047,11198
2924,LTA4H,CHEK2,4048,11200
2925,LTA,FZD10,4049,11211
2926,LTB,IRAK3,4050,11213
2927,CYP4F3,AKAP13,4051,11214
2928,LTBP1,DDX20,4052,11218
2929,LTBP3,RPL35,4054,11224
2930,LTBR,GALNT6,4055,11226
2931,LTC4S,GALNT5,4056,11227
2932,LTK,CA5B,4058,11238
2933,BCAM,MAN1B1,4059,11253
2934,LUM,HRH3,4060,11255
2935,LY6E,DCTN3,4061,11258
2936,LY6H,CHP1,4062,11261
2937,LY9,PXMP4,4063,11264
2938,CD180,SNF8,4064,11267
2939,LY75,TREX1,4065,11277
2940,LYL1,MGAT4B,4066,11282
2941,LYN,B4GALT7,4067,11285
2942,SH2D1A,VPS45,4068,11311
2943,LYZ,LYPLA2,4069,11313
2944,TACSTD2,PARK7,4070,11315
2945,TM4SF1,RBPJL,4071,11317
2946,EPCAM,MGAT4A,4072,11320
2947,M6PR,PHB2,4074,11331
2948,CAPRIN1,EXOC3,4076,11336
2949,NBR1,GABARAP,4077,11337
2950,MAB21L1,GABARAPL2,4081,11345
2951,MARCKS,GTF2H5,4082,404672
2952,MARCKSP1,ENPP7,4083,339221
2953,MXD1,VTI1A,4084,143187
2954,SMAD1,PSMA8,4086,143471
2955,SMAD2,H3Y2,4087,340096
2956,SMAD3,OR52B4,4088,143496
2957,SMAD4,OR52I2,4089,143502
2958,SMAD5,OR51E1,4090,143503
2959,SMAD6,ABCB5,4091,340273
2960,SMAD7,SESN3,4092,143686
2961,SMAD9,PIWIL4,4093,143689
2962,MAFG,CYP26C1,4097,340665
2963,MAG,OR2AG1,4099,144125
2964,MAG,OR2AG2,4099,338755
2965,MAGEA1,PRICKLE1,4100,144165
2966,MAGEA2,AMDHD1,4101,144193
2967,MAGEA3,ALG10B,4102,144245
2968,MAGEA4,OR52B6,4103,340980
2969,MAGEA5P,OR2AT4,4104,341152
2970,MAGEA6,GGCT,4105,79017
2971,MAGEA7P,ALG8,4106,79053
2972,MAGEA8,ELOVL6,4107,79071
2973,MAGEA9,ALG12,4108,79087
2974,MAGEA10,DHX58,4109,79132
2975,MAGEA11,OR10A2,4110,341276
2976,MAGEA12,DERL1,4111,79139
2977,MAGEB1,MBOAT7,4112,79143
2978,MAGEB2,GNPTAB,4113,79158
2979,MAGEB3,ACSM4,4114,341392
2980,MAGEB4,OR6C2,4115,341416
2981,MAGOH,OR6C4,4116,341418
2982,MAK,OR13A1,4117,79290
2983,MAN1A1,OR51G1,4121,79324
2984,MAN2A2,OR51B4,4122,79339
2985,MAN2C1,OR51B2,4123,79345
2986,MAN2A1,BHLHE41,4124,79365
2987,MAN2B1,B3GNT4,4125,79369
2988,MANBA,NDUFS7,4126,374291
2989,MAOA,OR8S1,4128,341568
2990,MAOB,HNRNPA1L2,4129,144983
2991,MAP1A,ULBP3,4130,79465
2992,MAP1B,GALNT18,4131,374378
2993,MAPT,CHPF,4137,79586
2994,MARK1,ADIPOR2,4139,79602
2995,MARK3,ACSS3,4140,79611
2996,MARS1,RNASEH2B,4141,79621
2997,MAS1,GALNT14,4142,79623
2998,MAT2A,EGLN2,4144,112398
2999,MATK,EGLN3,4145,112399
3000,MATN1,CHMP6,4146,79643
3001,MATN2,SRD5A3,4147,79644
3002,MATN3,H3-5,4148,440093
3003,MAX,PANK3,4149,79646
3004,MAZ,GUCA1ANB-GUCA1A,4150,118142757
3005,MB,OR6S1,4151,341799
3006,MBL2,PPP1R3B,4153,79660
3007,MBNL1,NEIL1,4154,79661
3008,MC1R,RDH12,4157,145226
3009,MC3R,SAT2,4159,112483
3010,MC4R,PPCS,4160,79717
3011,MC5R,TBL1XR1,4161,79718
3012,MCAM,VPS37B,4162,79720
3013,MCF2,UGT2A3,4168,79799
3014,MCL1,EHMT1,4170,79813
3015,MCM2,AGMAT,4171,79814
3016,MCM3,EIF2AK4,4172,440275
3017,MCM4,PIP4K2C,4173,79837
3018,MCM6,TUBAL3,4175,79861
3019,MCM7,ALG13,4176,79868
3020,CD46,L2HGDH,4179,79944
3021,CD46P1,SCD5,4182,79966
3022,SMCP,PANK2,4184,80025
3023,ADAM11,SEMA6D,4185,80031
3024,MDFI,UQCRHL,4188,440567
3025,DNAJB9,PTGES2,4189,80142
3026,MDH1,SIKE1,4190,80143
3027,MDK,EDC3,4192,80153
3028,MDM2,MUS81,4193,80198
3029,MDM4,TARS2,4194,80222
3030,ME1,PLCD3,4199,113026
3031,ME2,HSD3B7,4200,80270
3032,MEA1,PFN4,4201,375189
3033,MECP2,FLAD1,4204,80308
3034,MEF2A,SPHKAP,4205,80309
3035,MEF2AP1,PDGFD,4206,80310
3036,BORCS8-MEF2B,CXXC4,4207,80319
3037,MEF2C,WNT10A,4208,80326
3038,MEF2D,ULBP2,4209,80328
3039,MEFV,ULBP1,4210,80329
3040,MEIS1,PNPLA3,4211,80339
3041,MEIS2,COASY,4212,80347
3042,MEIS3P1,SKIC8,4213,80349
3043,MAP3K1,PIWIL3,4214,440822
3044,MAP3K3,PDCD1LG2,4215,80380
3045,MAP3K4,CD276,4216,80381
3046,MAP3K5,CHST14,4217,113189
3047,RAB8A,NRG4,4218,145957
3048,MEN1,TUBA3D,4221,113457
3049,MEOX1,DUSP16,4222,80824
3050,MEOX2,TAS1R2,4223,80834
3051,MEST,WNT5B,4232,81029
3052,MET,ZBP1,4233,81030
3053,METTL1,OR2T3,4234,343173
3054,MFAP1,OR5AC2,4236,81050
3055,MFAP2,OR11H1,4237,81061
3056,MFAP3,PGAM4,4238,441531
3057,MFGE8,DTX2,4240,113878
3058,MELTF,OR4K15,4241,81127
3059,MFNG,MGAT5B,4242,146664
3060,MGAT1,H2AB1,4245,474382
3061,SCGB2A1,OR8J3,4246,81168
3062,MGAT2,OR9K2,4247,441639
3063,MGAT3,DNAH2,4248,146754
3064,MGAT5,OR4Q3,4249,441669
3065,SCGB2A2,OR4M1,4250,441670
3066,MIA2,OR51G2,4253,81282
3067,KITLG,OR51E2,4254,81285
3068,MGMT,OR4P4,4255,81300
3069,MGP,OR4C15,4256,81309
3070,MGST1,OR4A5,4257,81318
3071,MGST2,OR4A16,4258,81327
3072,MGST3,OR4A15,4259,81328
3073,CD99,OR2G3,4267,81469
3074,MICB,NECTIN4,4277,81607
3075,MICD,CDT1,4279,81620
3076,MICE,DIAPH3,4280,81624
3077,MID1,GALNTL6,4281,442117
3078,MIF,OR5V1,4282,81696
3079,CXCL9,OR2B2,4283,81697
3080,MIP,OR2B3,4284,442184
3081,MIPEP,OR2J3,4285,442186
3082,MITF,OR14J1,4286,442191
3083,ATXN3,OR10C1,4287,442194
3084,MKI67,NLRP3,4288,114548
3085,MLF1,TIRAP,4291,114609
3086,MLH1,SPRY4,4292,81848
3087,MAP3K9,ST6GALNAC5,4293,81849
3088,MAP3K10,SPDYA,4294,245711
3089,MLN,ARPC5L,4295,81873
3090,MAP3K11,HYI,4296,81888
3091,KMT2A,OR2A2,4297,442361
3092,AFF1,ATP6V0D2,4299,245972
3093,MLLT3,ATP6V1C2,4300,245973
3094,AFDN,CNOT6L,4301,246175
3095,MLLT6,CDC26,4302,246184
3096,FOXO4,RNASEH1,4303,246243
3097,TRPM1,CREB3L4,4308,148327
3098,MME,KIR3DL3,4311,115653
3099,MMP1,ENTPD8,4312,377841
3100,MMP2,RASGRP4,4313,115727
3101,MMP3,UBE2U,4314,148581
3102,MMP8,NOX3,4317,50508
3103,MMP9,COL5A3,4318,50509
3104,MMP10,CHST11,4319,50515
3105,MMP11,PFN3,4320,345456
3106,MMP12,IL20,4321,50604
3107,MMP13,GALNT9,4322,50614
3108,MMP14,IL21R,4323,50615
3109,MMP15,IL22,4324,50616
3110,MMP16,ATP6V0A4,4325,50617
3111,MMP17,CUZD1,4326,50624
3112,MMP19,ARHGEF4,4327,50649
3113,ALDH6A1,NEUROG3,4329,50674
3114,MN1,SF3B5,4330,83443
3115,MNDA,RDH8,4332,50700
3116,MNT,DNAL1,4335,83544
3117,MOBP,UCK1,4336,83549
3118,MOCS1,TAAR8,4337,83551
3119,MOCS2,ASAP1,4338,50807
3120,MOG,NSDHL,4340,50814
3121,MOS,NUDT12,4342,83594
3122,MOV10,TAS2R3,4343,50831
3123,CD200,TAS2R16,4345,50833
3124,MPG,TAS2R13,4350,50838
3125,MPI,TAS2R10,4351,50839
3126,MPL,TAS2R14,4352,50840
3127,MPO,IL22RA2,4353,116379
3128,MPP1,DHH,4354,50846
3129,MPP2,F11R,4355,50848
3130,MPP3,PARD6A,4356,50855
3131,MPST,TLN2,4357,83660
3132,MPV17,SESN2,4358,83667
3133,MPZ,GRIN3A,4359,116443
3134,MRC1,GRIN3B,4360,116444
3135,MRE11,IL23R,4361,149233
3136,MRE11P1,JAM3,4362,83700
3137,ABCC1,PDE11A,4363,50940
3138,MYO1B,ZBTB7A,4430,51341
3139,MSBP1,FZR1,4431,51343
3140,MSBP2,TAOK3,4432,51347
3141,CITED1,CHST15,4435,51363
3142,MSH2,UBR5,4436,51366
3143,MSH3,TOMM40L,4437,84134
3144,MSH4,POMP,4438,51371
3145,MSI1,ATP6V1D,4440,51382
3146,MSMB,IL23A,4477,51561
3147,MSN,PIAS4,4478,51588
3148,MSNP1,ARFGAP2,4479,84364
3149,MSR1,OR6V1,4481,346517
3150,MSRA,ATP6V1H,4482,51606
3151,MST1,OR2A1,4485,346528
3152,MST1R,UBE2D4,4486,51619
3153,MSX1,SH2D1B,4487,117157
3154,MSX2,DYNC2LI1,4488,51626
3155,MT1A,SF3B6,4489,51639
3156,MT1B,SSX2IP,4490,117178
3157,MT1E,CHMP3,4493,51652
3158,MT1F,CARD11,4494,84433
3159,MT1G,RAB11FIP4,4495,84440
3160,MT1H,MAML2,4496,84441
3161,MT1JP,SYVN1,4498,84447
3162,MT1M,ABLIM2,4499,84448
3163,MT1L,SUFU,4500,51684
3164,MT1X,LSM7,4501,51690
3165,MT2P1,CPSF3,4503,51692
3166,MT3,NLK,4504,51701
3167,MTAP,GALNT15,4507,117248
3168,MT-ATP8,CAB39,4509,51719
3169,MT-TC,POLR3K,4511,51728
3170,MT-CO1,WBP11,4512,51729
3171,MT-CO2,UPB1,4513,51733
3172,MT-CO3,SPIRE2,4514,84501
3173,MTCP1,GHRL,4515,51738
3174,MT-CYB,GNG13,4519,51764
3175,MTF1,ACSS1,4520,84532
3176,NUDT1,MCHR2,4521,84539
3177,MTHFD1,MAP3K20,4522,51776
3178,MTHFD1P1,IGSF5,4523,150084
3179,MTHFR,PARD6G,4524,84552
3180,MTIF2,GALNT7,4528,51809
3181,MTL3P,NT5C1A,4531,84618
3182,MTL3P,NT5C1B,4531,93034
3183,MTM1,DGAT2,4534,84649
3184,MT-ND1,HES7,4535,84667
3185,MT-ND2,CARD6,4536,84674
3186,MT-ND3,MCEE,4537,84693
3187,MT-ND4,CREB3L3,4538,84699
3188,MT-ND4L,COX4I2,4539,84701
3189,MT-ND5,GPT2,4540,84706
3190,MT-ND6,PIGO,4541,84720
3191,MYO1F,CNDP1,4542,84735
3192,MTNR1A,KMT5C,4543,84787
3193,MTNR1B,TUBA1C,4544,84790
3194,MTTP,LMNB2,4547,84823
3195,MTR,PHF5A,4548,84844
3196,MT-RNR1,PTPN5,4549,84867
3197,MTRR,ALG10,4552,84920
3198,MTRR,ALG10B,4552,144245
3199,MT-TA,ATG4C,4553,84938
3200,MT-TD,RELT,4555,84957
3201,MT-TF,PIGY,4558,84992
3202,MT-TF,PYURF,4558,100996939
3203,MT-TG,H2AC12,4563,85235
3204,MT-TH,H2BC12,4564,85236
3205,MT-TI,ABCC11,4565,85320
3206,MT-TK,OR13H1,4566,347468
3207,MT-TL1,ALG2,4567,85365
3208,MT-TL2,MYLK2,4568,85366
3209,MT-TL2,XKR7,4568,343702
3210,MT-TM,NKD1,4569,85407
3211,MT-TN,NKD2,4570,85409
3212,MT-TP,CCNB3,4571,85417
3213,MT-TQ,SSH2,4572,85464
3214,MT-TS1,SCIN,4574,85477
3215,MT-TS2,TSLP,4575,85480
3216,MT-TS2,TSL,4575,790953
3217,MT-TV,TUBB8,4577,347688
3218,MT-TW,TUBB2B,4578,347733
3219,MT-TY,UBE2J2,4579,118424
3220,MTX1,EXOSC6,4580,118460
3221,MUC2,GDF7,4583,151449
3222,MUC3A,UPP2,4584,151531
3223,MUC4,IFNL2,4585,282616
3224,MUC5AC,IFNL3,4586,282617
3225,MUC6,PIK3AP1,4588,118788
3226,MUC7,DTX3L,4589,151636
3227,TRIM37,SGO1,4591,151648
3228,MUSK,SHC3,4593,53358
3229,MMUT,OR51B5,4594,282763
3230,MUTYH,OR10AG1,4595,282770
3231,MVD,STX18,4597,53407
3232,MVK,CCDC12,4598,151903
3233,MX1,CCL3L3,4599,414062
3234,MX2,MBD3,4600,53615
3235,MXI1,BCO1,4601,53630
3236,MYB,PRKAG3,4602,53632
3237,MYBPC2,OR4C12,4606,283093
3238,MYBPC3,OR51V1,4607,283111
3239,MYBPH,OR8D1,4608,283159
3240,MYC,OR8D2,4609,283160
3241,MYCL,OR8B4,4610,283162
3242,MYCLP1,OR9G4,4611,283189
3243,MYCN,P2RY13,4613,53829
3244,GADD45B,IL20RB,4616,53833
3245,MYF5,IL20RA,4617,53832
3246,MYF6,CLDN22,4618,53842
3247,MYH1,GSTO2,4619,119391
3248,MYH2,OR10A4,4620,283297
3249,MYH3,CSNK1G1,4621,53944
3250,MYH4,A4GALT,4622,53947
3251,MYH6,OR6C6,4624,283365
3252,MYH8,TLR9,4626,54106
3253,MYH8,TWF2,4626,11344
3254,MYH9,POLE3,4627,54107
3255,MYH10,OR52E2,4628,119678
3256,MYH11,OR52J3,4629,119679
3257,MYL1,OR51S1,4632,119692
3258,MYL2,OR51F2,4633,119694
3259,MYL3,OR52R1,4634,119695
3260,MYL5,CYCS,4636,54205
3261,MYL6,OR4C46,4637,119749
3262,MYLK,OR4X2,4638,119764
3263,MYO1A,OR52M1,4640,119772
3264,MYO5A,GNG2,4644,54331
3265,MYO5B,DPM3,4645,54344
3266,MYO6,WNT4,4646,54361
3267,MYO7A,HAO1,4647,54363
3268,MYO7B,PLA2G4D,4648,283748
3269,MYO9A,PNPT1,4649,87178
3270,MYO9B,NLGN3,4650,54413
3271,MYO10,TAS2R5,4651,54429
3272,MYOC,SEMA5B,4653,54437
3273,MYOD1,TAF7,4654,6879
3274,MYOD1,TAF7L,4654,54457
3275,MYOG,TOLLIP,4656,54472
3276,PPP1R12B,PGP,4660,283871
3277,MYT1,EXOSC4,4661,54512
3278,NAB1,DDIT4,4664,54541
3279,NAB2,DLL4,4665,54567
3280,NACA,UGT1A10,4666,54575
3281,NAGA,UGT1A7,4668,54577
3282,NAGLU,UGT1A6,4669,54578
3283,HNRNPM,UGT1A5,4670,54579
3284,NAIP,EGLN1,4671,54583
3285,NAP1L1,NMNAT3,4673,349565
3286,NAP1L3,UGT1A1,4675,54658
3287,NAP1L4,UGT1A3,4676,54659
3288,NARS1,STX19,4677,415117
3289,NASP,CRLS1,4678,54675
3290,CEACAM6,PIGW,4680,284098
3291,NUBP1,LAMA1,4682,284217
3292,NBN,PAQR5,4683,54852
3293,NCAM1,PIGG,4684,54872
3294,NCAM2,RETSAT,4685,54884
3295,NCBP1,ELOVL2,4686,54898
3296,NCF2,SEMA4C,4688,54910
3297,NCK1,UBE2R2,4690,54926
3298,NCL,SARS2,4691,54938
3299,NDP,LPCAT2,4693,54947
3300,NDUFA1,SSH3,4694,54961
3301,NDUFA2,UCKL1,4695,54963
3302,NDUFA3,PIGX,4696,54965
3303,NDUFA4,NMRK1,4697,54981
3304,NDUFA5,ACSM5,4698,54988
3305,NDUFA5P1,OR2Z1,4699,284383
3306,NDUFA6,STX17,4700,55014
3307,NDUFA7,EPN3,4701,55040
3308,NDUFA8,VPS37C,4702,55048
3309,NEB,OR8I2,4703,120586
3310,NDUFA9,OR10H5,4704,284433
3311,NDUFAB1,IFT57,4706,55081
3312,NDUFB1,MAGOHB,4707,55110
3313,NDUFB2,PRPF38B,4708,55119
3314,NDUFB3,FANCL,4709,55120
3315,NDUFB4,PIWIL2,4710,55124
3316,NDUFB5,OR2L13,4711,284521
3317,NDUFB6,OR14A16,4712,284532
3318,NDUFB7,DARS2,4713,55157
3319,NDUFB8,CYP4A22,4714,284541
3320,NDUFB9,SEC61A2,4715,55176
3321,NDUFB10,NADSYN1,4716,55191
3322,NDUFC1,TMLHE,4717,55217
3323,NDUFC2,ZMAT2,4718,153527
3324,NDUFS1,ETNK2,4719,55224
3325,NDUFS2,PANK4,4720,55229
3326,NDUFS3,OR2D3,4722,120775
3327,NDUFV1,STEAP3,4723,55240
3328,NDUFS4,OR2D2,4724,120776
3329,NDUFS6,OR52W1,4726,120787
3330,NDUFS8,OR56A4,4728,120793
3331,NDUFV2,OR56A1,4729,120796
3332,NDUFV3,UBE2W,4731,55284
3333,DRG1,RFK,4733,55312
3334,NEDD4,ACER3,4734,55331
3335,SEPTIN2,CHDH,4735,55349
3336,RPL10A,LAPTM4B,4736,55353
3337,NEDD8,PIDD1,4738,55367
3338,NEDD8,LRRC27,4738,80313
3339,NEDD9,YOD1,4739,55432
3340,NEFM,ETNK1,4741,55500
3341,NEFH,MACROH2A2,4744,55506
3342,NELL1,SMPD3,4745,55512
3343,NEFL,IL17RB,4747,55540
3344,NEK1,DNAH3,4750,55567
3345,NEK2,GALNT10,4751,55568
3346,NEK3,ITGA11,4752,22801
3347,NELL2,RRAS,4753,6237
3348,NELL2,RRAS2,4753,22800
3349,NEO1,IKZF3,4756,22806
3350,NEU1,NAGK,4758,55577
3351,NEU2,OR8U1,4759,219417
3352,NEUROD2,UBE2Q1,4761,55585
3353,NEUROG1,MIOX,4762,55586
3354,NF1,OR4C16,4763,219428
3355,NF1P3,OR4C11,4764,219429
3356,NF1P5,OR10P1,4768,121130
3357,NF2,OR5L1,4771,219437
3358,NFATC1,OR5D18,4772,219438
3359,NFATC2,DHRS4L2,4773,317749
3360,NFIA,OR5AS1,4774,219447
3361,NFATC3,RAB11FIP2,4775,22841
3362,NFATC4,OR8K5,4776,219453
3363,NFE2,NTNG1,4778,22854
3364,NFE2L1,CHSY1,4779,22856
3365,NFE2L2,OR5T2,4780,219464
3366,NFIB,SMPD4,4781,55627
3367,NFIC,H2AC21,4782,317772
3368,NFIL3,NLRP1,4783,22861
3369,NFIX,OR8H1,4784,219469
3370,NFKB1,OR5M8,4790,219484
3371,NFKB2,OR5M11,4791,219487
3372,NFKBIA,PIGV,4792,55650
3373,NFKBIB,ABLIM3,4793,22885
3374,NFKBIE,OR5AR1,4794,219493
3375,NFKBIL1,UBOX5,4795,22888
3376,TONSL,PRPF40A,4796,55660
3377,NFRKB,CARD8,4798,22900
3378,NFX1,ARSG,4799,22901
3379,NFYA,PEX26,4800,55670
3380,NFYB,EPN2,4801,22905
3381,NFYC,KLRK1,4802,22914
3382,NGF,NCBP2,4803,22916
3383,NHLH1,RBM22,4807,55696
3384,NHLH2,IARS2,4808,55699
3385,SNU13,RPIA,4809,22934
3386,NHS,POLR3B,4810,55703
3387,NID1,SCAP,4811,22937
3388,NINJ1,FAR2,4814,55711
3389,NINJ2,P2RX2,4815,22953
3390,NIT1,ARFGAP1,4817,55738
3391,NKG7,OR10AD1,4818,121275
3392,NKTR,TPX2,4820,22974
3393,NKX2-2,TPH2,4821,121278
3394,NKX3-1,AGK,4824,55750
3395,NKX6-1,OGDHL,4825,55753
3396,NNAT,ACIN1,4826,22985
3397,NMB,MYH15,4828,22989
3398,NMBR,RAET1L,4829,154064
3399,NME1,H2AJ,4830,55766
3400,NME2,DAAM1,4831,23002
3401,NME3,SPEN,4832,23013
3402,NME4,EXOSC7,4833,23016
3403,NQO2,SNRNP200,4835,23020
3404,NMT1,CSGALNACT1,4836,55790
3405,NNMT,METTL2B,4837,55798
3406,NODAL,CACNA2D3,4838,55799
3407,NOP2,IL26,4839,55801
3408,NONO,ST6GALNAC1,4841,55808
3409,NOS1,ADCY10,4842,55811
3410,NOS2,ENDOD1,4843,23052
3411,NOS3,PECR,4846,55825
3412,CNOT2,GGA2,4848,23062
3413,CNOT3,SETD1B,4849,23067
3414,CNOT3,SETD1A,4849,9739
3415,CNOT4,MBOAT1,4850,154141
3416,NOTCH1,EPHA6,4851,285220
3417,NPY,PPP2R2D,4852,55844
3418,NOTCH2,BRK1,4853,55845
3419,NOTCH3,USE1,4854,55850
3420,NOTCH4,PSENEN,4855,55851
3421,NOVA1,IQSEC2,4857,23096
3422,NOVA2,ASH1L,4858,55870
3423,PNP,NFASC,4860,23114
3424,NPAS2,ACSS2,4862,55902
3425,NPAT,EPB41L3,4863,23136
3426,NPC1,CMAS,4864,55907
3427,NPHP1,GGA3,4867,23163
3428,NPHS1,GPD1L,4868,23171
3429,NPM1P1,KLHL9,4870,55958
3430,NPM1P3,ATG4B,4872,23192
3431,NPM1P5,PSME4,4874,23198
3432,NPM1P6,H4C16,4875,121504
3433,NPPA,SUMF1,4878,285362
3434,NPPB,DTX4,4879,23220
3435,NPPC,RHOBTB2,4880,23221
3436,NPR1,NUP210,4881,23225
3437,NPR2,PLCB1,4882,23236
3438,NPR3,OR8B12,4883,219858
3439,NPTX1,OR8G5,4884,219865
3440,NPTX2,OR10G8,4885,219869
3441,NPY1R,OR10G9,4886,219870
3442,NPY2R,OR10S1,4887,219873
3443,NPY6R,PDGFC,4888,56034
3444,NPY5R,OR6T1,4889,219874
3445,SLC11A2,EXOC7,4891,23265
3446,NRAP,ALG1,4892,56052
3447,NRAS,FBXW11,4893,23291
3448,NRCAM,SIN3B,4897,23309
3449,NRDC,MAN2B2,4898,23324
3450,NRF1,NEDD4L,4899,23327
3451,NRGN,OR6Q1,4900,219952
3452,NRL,OR9I1,4901,219954
3453,NRTN,OR9Q1,4902,219956
3454,YBX1,U2SURP,4904,23350
3455,NSF,OR1S1,4905,219959
3456,NSF,OR1S2,4905,219958
3457,NT5E,OR1S1,4907,219959
3458,NTF4,OR5B21,4909,219968
3459,NTF6A,PSD3,4910,23362
3460,NTF6B,ARHGEF12,4911,23365
3461,NTF6G,OR5A2,4912,219981
3462,NTHL1,OR5A1,4913,219982
3463,NTRK1,OR4D6,4914,219983
3464,NTRK2,OR4D11,4915,219986
3465,NTRK3,PATL1,4916,219988
3466,NTN3,SRGAP2,4917,23380
3467,ROR1,NCSTN,4919,23385
3468,ROR2,LARS2,4920,23395
3469,DDR2,PIP5K1C,4921,23396
3470,NTS,FRAT1,4922,10023
3471,NTS,FRAT2,4922,23401
3472,NTSR1,EXOSC2,4923,23404
3473,NUCB1,DICER1,4924,23405
3474,NUCB2,SIRT1,4925,23411
3475,NUP88,GRIP1,4927,23426
3476,NUP98,AP4E1,4928,23431
3477,NR4A2,RHOQ,4929,23433
3478,NVL,HARS2,4931,23438
3479,OAS1,ABCA6,4938,23460
3480,OAS2,ABCA5,4939,23461
3481,OAS3,GCAT,4940,23464
3482,OAT,SEC11A,4942,23478
3483,TBC1D25,SEC61G,4943,23480
3484,OATP1,HEY2,4945,23493
3485,OAZ1,TNFRSF13B,4946,23495
3486,OAZ2,HAAO,4947,23498
3487,OCA2,DAAM2,4948,23500
3488,OCM2,MTREX,4951,23517
3489,OCRL,PARD3,4952,56288
3490,ODC1,RPL13A,4953,23521
3491,ODCP,CABIN1,4954,23523
3492,ODF2,NNT,4957,23530
3493,OMD,PIK3R5,4958,23533
3494,OGDH,SMUG1,4967,23583
3495,OGG1,RIGI,4968,23586
3496,OGN,PDSS1,4969,23590
3497,OLR1,ORC3,4973,23595
3498,OMG,AMACR,4974,23600
3499,OPA1,DAPK2,4976,23604
3500,OPCML,BACE1,4978,23621
3501,OPHN1,EDC4,4983,23644
3502,OPRD1,PLD3,4985,23646
3503,OPRL1,POLA2,4987,23649
3504,OPRM1,PLXNB2,4988,23654
3505,SIX6,PLA2G15,4990,23659
3506,OR1D2,STX12,4991,23673
3507,OR1F1,CADM1,4992,23705
3508,OR2C1,CTPS2,4993,56474
3509,OR3A1,RPRM,4994,56475
3510,OR3A2,CSNK1A1L,4995,122011
3511,ORC1,KCNQ5,4998,56479
3512,ORC2,RXFP2,4999,122042
3513,ORC4,AMOTL1,5000,154810
3514,ORC5,PPIL2,5001,23759
3515,SLC22A18,PISD,5002,23761
3516,OTC,INPP5E,5009,56623
